transaction_id,customer_id,product_id,transaction_date,transaction_month,transaction_type,amount_myr,channel,status
T000330,C00253,P004,2024-02-12,2024-02,Transfer,622.67,Mobile App,Successful
T000331,C00337,P001,2023-07-23,2023-07,Purchase,177.09,Online Banking,Successful
T000332,C01453,P003,2024-06-14,2024-06,Withdrawal,200.0,Call Centre,Successful
T000333,C01321,P003,2024-08-12,2024-08,Bill Payment,46.08,Call Centre,Successful
T000334,C00705,P003,2024-01-18,2024-01,Top-Up,165.22,Online Banking,Successful
T000335,C01351,P004,2023-08-29,2023-08,Purchase,651.59,Online Banking,Successful
T000336,C01669,P008,2023-08-21,2023-08,Bill Payment,460.69,Online Banking,Successful
T000337,C01246,P003,2023-01-02,2023-01,Purchase,424.42,Call Centre,Successful
T000338,C01697,P004,2023-12-29,2023-12,Purchase,258.46,Online Banking,Successful
T000339,C01039,P006,2023-02-05,2023-02,Transfer,246.6,Branch,Successful
T000340,C02000,P008,2023-02-16,2023-02,Transfer,118.35,Online Banking,Successful
T000341,C01966,P002,2024-06-01,2024-06,Withdrawal,200.0,Online Banking,Successful
T000342,C01007,P002,2023-06-09,2023-06,Transfer,388.8,Online Banking,Successful
T000343,C01687,P009,2023-08-16,2023-08,Refund,420.41,Mobile App,Successful
T000344,C01970,P003,2024-12-24,2024-12,Purchase,137.19,Call Centre,Successful
T000345,C01725,P007,2024-12-25,2024-12,Withdrawal,1000.0,Call Centre,Successful
T000346,C00980,P004,2023-11-29,2023-11,Transfer,818.0,Online Banking,Successful
T000347,C01987,P004,2024-12-08,2024-12,Top-Up,144.5,Branch,Successful
T000348,C01459,P009,2023-01-18,2023-01,Bill Payment,94.72,Mobile App,Successful
T000349,C00316,P006,2024-07-27,2024-07,Top-Up,524.7,Call Centre,Successful
T000350,C01470,P003,2023-07-02,2023-07,Bill Payment,158.98,Online Banking,Successful
T000351,C00375,P010,2023-12-12,2023-12,Purchase,785.19,Mobile App,Successful
T000352,C00497,P008,2023-09-08,2023-09,Purchase,482.37,Mobile App,Successful
T000353,C00557,P007,2024-12-01,2024-12,Withdrawal,300.0,Branch,Successful
T000354,C00995,P006,2023-08-23,2023-08,Refund,54.46,ATM,Successful
T000355,C01338,P009,2023-11-28,2023-11,Purchase,928.1,Call Centre,Successful
T000356,C01587,P007,2023-06-28,2023-06,Transfer,326.16,Branch,Successful
T000357,C01360,P007,2023-08-23,2023-08,Bill Payment,163.01,Mobile App,Successful
T000358,C00791,P002,2023-11-18,2023-11,Bill Payment,286.5,Mobile App,Successful
T000359,C00653,P005,2024-08-05,2024-08,Purchase,34.68,Online Banking,Successful
T000360,C00138,P006,2023-03-30,2023-03,Transfer,383.57,Mobile App,Successful
T000361,C01160,P006,2023-12-04,2023-12,Transfer,78.86,Branch,Failed
T000362,C00188,P010,2024-01-20,2024-01,Bill Payment,55.26,Online Banking,Successful
T000363,C01121,P008,2024-01-02,2024-01,Withdrawal,100.0,Mobile App,Successful
T000364,C00281,P001,2023-09-17,2023-09,Purchase,832.1,ATM,Successful
T000365,C00146,P010,2024-10-29,2024-10,Transfer,122.46,Branch,Successful
T000366,C00307,P005,2023-03-17,2023-03,Top-Up,1322.26,Mobile App,Successful
T000367,C00881,P010,2024-02-18,2024-02,Transfer,135.72,Mobile App,Successful
T000368,C00075,P010,2024-06-19,2024-06,Transfer,37.41,Branch,Successful
T000369,C01830,P008,2023-08-25,2023-08,Purchase,71.65,Mobile App,Successful
T000370,C00271,P008,2024-10-29,2024-10,Transfer,952.79,Mobile App,Successful
T000371,C00695,P010,2024-06-27,2024-06,Transfer,206.13,Mobile App,Successful
T000372,C00722,P004,2024-10-14,2024-10,Top-Up,133.87,ATM,Successful
T000373,C01844,P005,2023-07-27,2023-07,Purchase,291.79,Branch,Successful
T000374,C00674,P005,2023-07-12,2023-07,Purchase,424.95,Mobile App,Successful
T000375,C01185,P006,2023-07-06,2023-07,Purchase,836.43,Branch,Successful
T000376,C01201,P002,2023-12-27,2023-12,Withdrawal,300.0,Mobile App,Successful
T000377,C00580,P010,2024-10-17,2024-10,Transfer,164.72,ATM,Successful
T000378,C01457,P001,2023-01-02,2023-01,Purchase,56.9,ATM,Successful
T000379,C00628,P005,2024-07-11,2024-07,Bill Payment,155.27,Online Banking,Successful
T000380,C01173,P008,2024-08-30,2024-08,Transfer,325.81,Online Banking,Failed
T000381,C00860,P004,2024-01-30,2024-01,Refund,84.76,Online Banking,Reversed
T000382,C00527,P006,2023-02-03,2023-02,Purchase,85.38,Online Banking,Successful
T000383,C00452,P008,2023-07-23,2023-07,Purchase,357.15,Mobile App,Failed
T000384,C01158,P007,2024-09-23,2024-09,Purchase,231.94,Mobile App,Successful
T000385,C01808,P010,2024-10-27,2024-10,Transfer,253.68,Mobile App,Successful
T000386,C00658,P004,2023-02-20,2023-02,Bill Payment,106.24,Mobile App,Successful
T000387,C00368,P006,2023-12-25,2023-12,Purchase,189.91,Mobile App,Successful
T000388,C01382,P004,2024-03-12,2024-03,Purchase,88.53,ATM,Successful
T000389,C01258,P005,2024-06-21,2024-06,Bill Payment,651.46,Mobile App,Successful
T000390,C00687,P010,2024-02-07,2024-02,Transfer,764.16,Online Banking,Successful
T000391,C00508,P005,2023-12-05,2023-12,Withdrawal,300.0,Mobile App,Successful
T000392,C00528,P002,2023-11-09,2023-11,Bill Payment,88.02,Online Banking,Successful
T000393,C01207,P004,2024-09-14,2024-09,Purchase,47.17,Mobile App,Successful
T000394,C00565,P010,2024-04-06,2024-04,Purchase,119.7,Mobile App,Successful
T000395,C00840,P005,2023-01-18,2023-01,Transfer,223.23,Mobile App,Successful
T000396,C01150,P003,2023-05-30,2023-05,Purchase,49.67,Mobile App,Successful
T000397,C00263,P010,2024-05-03,2024-05,Bill Payment,88.76,Online Banking,Successful
T000398,C01675,P009,2024-10-19,2024-10,Withdrawal,1000.0,Mobile App,Failed
T000399,C00205,P004,2023-06-11,2023-06,Purchase,307.35,Branch,Successful
T000400,C01170,P008,2023-05-13,2023-05,Purchase,264.09,Online Banking,Successful
T000401,C01560,P001,2024-05-05,2024-05,Transfer,110.62,Call Centre,Successful
T000402,C00395,P005,2024-10-07,2024-10,Bill Payment,297.23,Online Banking,Successful
T000403,C01640,P010,2023-05-16,2023-05,Refund,134.11,Branch,Successful
T000404,C00088,P005,2023-10-12,2023-10,Bill Payment,181.49,Call Centre,Successful
T000405,C00132,P003,2024-09-17,2024-09,Purchase,1541.94,Branch,Successful
T000406,C01838,P006,2023-04-20,2023-04,Purchase,1069.03,Branch,Successful
T000407,C00946,P006,2024-02-07,2024-02,Refund,58.58,Mobile App,Successful
T000408,C00390,P006,2024-08-19,2024-08,Transfer,609.54,Mobile App,Successful
T000409,C00005,P009,2024-03-16,2024-03,Top-Up,597.37,Branch,Successful
T000410,C00448,P002,2023-09-25,2023-09,Bill Payment,69.19,Mobile App,Successful
T000411,C01425,P006,2024-02-11,2024-02,Transfer,602.24,Branch,Successful
T000412,C01111,P009,2024-01-15,2024-01,Purchase,1328.39,Online Banking,Successful
T000413,C00391,P007,2023-06-11,2023-06,Top-Up,71.18,Mobile App,Successful
T000414,C00510,P004,2023-11-14,2023-11,Transfer,89.19,Online Banking,Successful
T000415,C01344,P002,2023-01-20,2023-01,Transfer,749.52,Mobile App,Successful
T000416,C00852,P009,2024-12-10,2024-12,Bill Payment,329.85,Mobile App,Successful
T000417,C01107,P001,2023-02-03,2023-02,Bill Payment,448.82,Call Centre,Failed
T000418,C00643,P003,2024-08-05,2024-08,Refund,355.9,Online Banking,Successful
T000419,C00103,P003,2024-10-31,2024-10,Purchase,376.07,Mobile App,Successful
T000420,C01822,P005,2023-03-07,2023-03,Transfer,56.88,Online Banking,Successful
T000421,C00426,P006,2023-03-01,2023-03,Purchase,774.37,Mobile App,Successful
T000422,C00751,P001,2023-06-17,2023-06,Purchase,885.85,Mobile App,Failed
T000423,C00865,P007,2023-12-13,2023-12,Purchase,190.12,Mobile App,Successful
T000424,C01544,P003,2023-07-23,2023-07,Purchase,233.27,Mobile App,Successful
T000425,C01625,P004,2023-01-10,2023-01,Purchase,45.41,Branch,Successful
T000426,C00221,P004,2023-07-29,2023-07,Refund,430.82,Online Banking,Successful
T000427,C00520,P007,2024-04-24,2024-04,Transfer,459.1,Mobile App,Successful
T000428,C01846,P007,2024-04-12,2024-04,Transfer,228.51,Call Centre,Successful
T000429,C00875,P003,2024-05-04,2024-05,Bill Payment,842.85,Online Banking,Successful
T000430,C00511,P001,2023-06-27,2023-06,Purchase,169.44,Online Banking,Successful
T000431,C01929,P003,2023-08-25,2023-08,Bill Payment,455.35,Mobile App,Successful
T000432,C00999,P003,2023-08-29,2023-08,Purchase,79.71,Online Banking,Successful
T000433,C01623,P003,2023-02-17,2023-02,Purchase,238.43,Online Banking,Successful
T000434,C01992,P010,2023-01-17,2023-01,Purchase,201.99,Mobile App,Failed
T000435,C01356,P003,2023-10-27,2023-10,Purchase,313.51,Online Banking,Successful
T000436,C01800,P007,2023-09-23,2023-09,Bill Payment,162.96,Mobile App,Successful
T000437,C01963,P002,2024-05-02,2024-05,Bill Payment,211.74,Mobile App,Successful
T000438,C00534,P007,2023-04-19,2023-04,Bill Payment,607.07,Call Centre,Failed
T000439,C00375,P005,2023-02-21,2023-02,Transfer,151.34,Mobile App,Successful
T000440,C01787,P008,2023-06-07,2023-06,Withdrawal,500.0,Mobile App,Successful
T000441,C01787,P002,2023-07-04,2023-07,Purchase,1676.63,Mobile App,Successful
T000442,C01198,P006,2024-01-30,2024-01,Transfer,1118.34,Mobile App,Successful
T000443,C01874,P009,2023-05-31,2023-05,Top-Up,59.06,Mobile App,Successful
T000444,C00925,P010,2023-03-20,2023-03,Withdrawal,100.0,Branch,Successful
T000445,C00097,P002,2024-06-27,2024-06,Transfer,140.71,Mobile App,Successful
T000446,C00710,P009,2024-03-01,2024-03,Withdrawal,2000.0,Mobile App,Successful
T000447,C01825,P002,2024-04-10,2024-04,Refund,338.2,Call Centre,Successful
T000448,C01421,P001,2024-10-06,2024-10,Top-Up,189.08,Mobile App,Successful
T000449,C01204,P010,2024-09-24,2024-09,Purchase,103.32,Online Banking,Successful
T000450,C01506,P002,2024-05-20,2024-05,Purchase,114.48,Online Banking,Successful
T000451,C01937,P007,2023-09-18,2023-09,Purchase,89.32,Mobile App,Successful
T000452,C00044,P006,2023-10-24,2023-10,Purchase,98.0,Branch,Successful
T000453,C01391,P006,2024-12-02,2024-12,Withdrawal,1000.0,Call Centre,Successful
T000454,C01963,P004,2023-07-19,2023-07,Bill Payment,111.35,Branch,Successful
T000455,C00401,P004,2023-10-24,2023-10,Purchase,518.15,Online Banking,Successful
T000456,C00038,P005,2024-05-29,2024-05,Withdrawal,500.0,Mobile App,Successful
T000457,C00678,P001,2023-10-05,2023-10,Transfer,129.27,Call Centre,Successful
T000458,C00767,P010,2024-11-30,2024-11,Transfer,318.41,Mobile App,Successful
T000459,C01254,P006,2023-07-14,2023-07,Withdrawal,500.0,Mobile App,Successful
T000460,C01851,P003,2024-02-11,2024-02,Transfer,411.25,Mobile App,Successful
T000461,C01798,P010,2023-11-21,2023-11,Transfer,266.01,Online Banking,Successful
T000462,C01020,P008,2023-11-23,2023-11,Withdrawal,200.0,Call Centre,Successful
T000463,C00036,P007,2023-03-24,2023-03,Refund,415.91,Online Banking,Successful
T000464,C01658,P010,2023-05-18,2023-05,Purchase,62.71,Online Banking,Successful
T000465,C00323,P003,2024-08-29,2024-08,Purchase,636.56,Branch,Successful
T000466,C01956,P007,2023-08-12,2023-08,Purchase,649.38,Mobile App,Successful
T000467,C01362,P010,2024-02-16,2024-02,Purchase,105.68,Online Banking,Successful
T000468,C01664,P003,2024-10-23,2024-10,Transfer,255.12,Call Centre,Successful
T000469,C01361,P003,2023-02-13,2023-02,Transfer,518.87,Branch,Successful
T000470,C01277,P009,2023-01-28,2023-01,Bill Payment,194.37,Mobile App,Successful
T000471,C00420,P002,2023-08-17,2023-08,Bill Payment,796.54,Mobile App,Successful
T000472,C00559,P010,2024-07-01,2024-07,Refund,3295.32,Online Banking,Successful
T000473,C00132,P002,2023-07-01,2023-07,Refund,103.07,Branch,Successful
T000474,C01602,P002,2024-01-17,2024-01,Bill Payment,53.56,Mobile App,Successful
T000475,C00231,P006,2024-07-05,2024-07,Purchase,341.79,Online Banking,Successful
T000476,C01023,P007,2023-11-02,2023-11,Refund,541.16,Branch,Successful
T000477,C01088,P006,2023-09-26,2023-09,Bill Payment,189.81,Branch,Successful
T000478,C00626,P003,2024-11-20,2024-11,Purchase,1210.26,Mobile App,Successful
T000479,C01901,P009,2024-05-24,2024-05,Transfer,56.12,Mobile App,Successful
T000480,C00643,P009,2023-12-02,2023-12,Withdrawal,500.0,Mobile App,Successful
T000481,C01783,P007,2023-11-15,2023-11,Withdrawal,100.0,Mobile App,Successful
T000482,C00446,P005,2024-11-05,2024-11,Purchase,1621.84,Mobile App,Successful
T000483,C00894,P003,2023-07-03,2023-07,Purchase,2190.24,Online Banking,Successful
T000484,C00131,P001,2023-10-19,2023-10,Purchase,105.29,Online Banking,Successful
T000485,C01992,P002,2023-10-16,2023-10,Bill Payment,133.69,ATM,Successful
T000486,C01164,P002,2023-04-03,2023-04,Transfer,629.89,Mobile App,Successful
T000487,C01558,P007,2024-08-25,2024-08,Bill Payment,159.84,ATM,Successful
T000488,C01415,P009,2023-04-09,2023-04,Bill Payment,232.77,Mobile App,Successful
T000489,C01507,P009,2023-01-21,2023-01,Purchase,251.62,Call Centre,Successful
T000490,C00043,P003,2024-12-24,2024-12,Purchase,29.62,Branch,Failed
T000491,C01532,P003,2024-07-06,2024-07,Transfer,241.0,Mobile App,Successful
T000492,C00198,P001,2023-11-26,2023-11,Bill Payment,114.58,Online Banking,Successful
T000493,C00501,P009,2023-08-29,2023-08,Transfer,142.25,Branch,Successful
T000494,C01412,P003,2024-03-03,2024-03,Withdrawal,1000.0,Online Banking,Successful
T000495,C01572,P010,2023-03-05,2023-03,Purchase,61.43,Online Banking,Successful
T000496,C00336,P008,2024-03-22,2024-03,Top-Up,598.56,Call Centre,Successful
T000497,C01139,P004,2024-05-28,2024-05,Bill Payment,180.03,Online Banking,Successful
T000498,C01966,P004,2023-08-08,2023-08,Withdrawal,500.0,Call Centre,Successful
T000499,C00689,P002,2024-10-08,2024-10,Top-Up,583.71,Call Centre,Successful
T000500,C01573,P007,2023-07-01,2023-07,Transfer,355.69,Branch,Successful
T000501,C00625,P002,2023-01-01,2023-01,Top-Up,458.37,Online Banking,Successful
T000502,C01621,P003,2023-07-25,2023-07,Refund,709.81,Mobile App,Successful
T000503,C01379,P009,2024-06-04,2024-06,Bill Payment,169.96,Online Banking,Successful
T000504,C00945,P010,2023-03-06,2023-03,Transfer,124.78,Online Banking,Failed
T000505,C01508,P001,2024-02-20,2024-02,Top-Up,74.17,Mobile App,Successful
T000506,C01333,P001,2024-03-08,2024-03,Withdrawal,2000.0,Online Banking,Successful
T000507,C00013,P009,2024-06-19,2024-06,Purchase,6272.96,Mobile App,Successful
T000508,C01578,P002,2024-09-28,2024-09,Purchase,962.13,Mobile App,Failed
T000509,C00240,P008,2024-05-30,2024-05,Bill Payment,55.36,Online Banking,Successful
T000510,C01187,P009,2024-10-20,2024-10,Purchase,57.13,Mobile App,Successful
T000511,C01019,P003,2024-11-22,2024-11,Purchase,415.74,Mobile App,Successful
T000512,C01437,P007,2024-01-21,2024-01,Transfer,446.75,ATM,Successful
T000513,C00788,P003,2024-09-18,2024-09,Refund,447.54,Mobile App,Successful
T000514,C00663,P008,2023-07-29,2023-07,Transfer,184.85,Mobile App,Successful
T000515,C01951,P003,2023-12-18,2023-12,Transfer,213.15,Mobile App,Successful
T000516,C01287,P001,2024-03-31,2024-03,Bill Payment,350.96,Call Centre,Successful
T000517,C01245,P001,2024-03-31,2024-03,Purchase,268.94,Mobile App,Successful
T000518,C00844,P007,2024-08-27,2024-08,Top-Up,21.3,Online Banking,Successful
T000519,C01176,P010,2024-02-10,2024-02,Transfer,190.04,Mobile App,Successful
T000520,C01220,P008,2023-11-11,2023-11,Bill Payment,95.91,Mobile App,Successful
T000521,C01405,P010,2024-08-07,2024-08,Purchase,296.7,Online Banking,Failed
T000522,C00397,P010,2024-05-31,2024-05,Withdrawal,100.0,Online Banking,Successful
T000523,C01719,P008,2024-06-15,2024-06,Top-Up,366.58,Online Banking,Successful
T000524,C01191,P009,2024-06-30,2024-06,Purchase,173.32,Online Banking,Successful
T000525,C01094,P001,2023-09-29,2023-09,Purchase,674.51,Branch,Successful
T000526,C01358,P009,2024-02-08,2024-02,Refund,416.11,Online Banking,Successful
T000527,C01712,P001,2023-06-17,2023-06,Transfer,388.43,ATM,Successful
T000528,C00820,P005,2024-07-20,2024-07,Bill Payment,477.01,Branch,Successful
T000529,C00367,P005,2024-07-01,2024-07,Withdrawal,300.0,Mobile App,Successful
T000530,C00002,P009,2024-07-06,2024-07,Bill Payment,70.53,Online Banking,Successful
T000531,C00085,P006,2024-05-09,2024-05,Transfer,411.99,Call Centre,Successful
T000532,C01268,P010,2024-04-30,2024-04,Purchase,88.32,Call Centre,Reversed
T000533,C01134,P006,2024-03-01,2024-03,Top-Up,450.82,Online Banking,Successful
T000534,C01967,P008,2024-01-15,2024-01,Refund,89.07,Branch,Successful
T000535,C01392,P006,2024-02-04,2024-02,Withdrawal,500.0,Branch,Successful
T000536,C01595,P010,2023-12-31,2023-12,Bill Payment,176.87,Branch,Failed
T000537,C00733,P007,2023-10-27,2023-10,Purchase,715.8,Online Banking,Successful
T000538,C01691,P008,2024-07-08,2024-07,Bill Payment,672.03,Call Centre,Successful
T000539,C00920,P010,2023-02-23,2023-02,Transfer,62.16,Mobile App,Successful
T000540,C00040,P002,2024-06-27,2024-06,Transfer,259.93,Online Banking,Successful
T000541,C00072,P001,2023-04-26,2023-04,Bill Payment,112.11,Online Banking,Successful
T000542,C01409,P002,2023-02-18,2023-02,Purchase,61.29,Call Centre,Successful
T000543,C01985,P005,2023-05-15,2023-05,Bill Payment,192.73,ATM,Successful
T000544,C00562,P006,2024-03-08,2024-03,Bill Payment,174.28,ATM,Successful
T000545,C00767,P003,2023-11-05,2023-11,Top-Up,3531.18,Online Banking,Successful
T000546,C00259,P002,2023-11-28,2023-11,Refund,393.96,Mobile App,Successful
T000547,C00979,P003,2023-11-19,2023-11,Top-Up,53.76,Mobile App,Successful
T000548,C01752,P003,2023-05-08,2023-05,Bill Payment,131.47,Online Banking,Successful
T000549,C01301,P005,2024-03-26,2024-03,Withdrawal,300.0,Mobile App,Successful
T000550,C00797,P005,2024-07-08,2024-07,Purchase,2433.99,Mobile App,Successful
T000551,C00457,P010,2024-03-23,2024-03,Transfer,42.75,Branch,Successful
T000552,C00475,P009,2023-08-19,2023-08,Transfer,30.94,Mobile App,Successful
T000553,C00281,P005,2023-12-08,2023-12,Bill Payment,1916.13,Online Banking,Successful
T000554,C01698,P010,2023-02-27,2023-02,Purchase,375.62,Online Banking,Successful
T000555,C00379,P002,2023-03-11,2023-03,Refund,94.15,Mobile App,Successful
T000556,C01595,P003,2024-10-10,2024-10,Top-Up,440.58,Mobile App,Successful
T000557,C00555,P009,2024-10-19,2024-10,Transfer,13.47,Online Banking,Successful
T000558,C00658,P006,2024-07-21,2024-07,Transfer,245.6,Online Banking,Successful
T000559,C00349,P006,2023-05-24,2023-05,Bill Payment,350.94,Online Banking,Successful
T000560,C01029,P006,2024-05-15,2024-05,Transfer,676.34,Branch,Successful
T000561,C00689,P001,2024-06-25,2024-06,Refund,80.22,Branch,Successful
T000562,C00190,P005,2024-04-03,2024-04,Transfer,268.88,Online Banking,Successful
T000563,C00750,P004,2024-01-01,2024-01,Withdrawal,300.0,Online Banking,Successful
T000564,C01523,P005,2023-04-25,2023-04,Withdrawal,500.0,Branch,Successful
T000565,C01439,P010,2024-04-15,2024-04,Purchase,91.39,Online Banking,Successful
T000566,C00417,P001,2023-12-08,2023-12,Purchase,156.19,Mobile App,Successful
T000567,C00400,P002,2024-06-26,2024-06,Purchase,81.83,Branch,Successful
T000568,C01410,P004,2023-09-03,2023-09,Withdrawal,1000.0,Call Centre,Reversed
T000569,C00875,P001,2024-06-09,2024-06,Transfer,629.1,Mobile App,Successful
T000570,C01872,P009,2023-03-11,2023-03,Transfer,189.03,Online Banking,Successful
T000571,C00403,P001,2023-10-20,2023-10,Withdrawal,500.0,Online Banking,Successful
T000572,C00642,P003,2023-05-06,2023-05,Transfer,49.73,Online Banking,Successful
T000573,C01354,P004,2023-12-02,2023-12,Bill Payment,175.98,Mobile App,Successful
T000574,C01049,P001,2023-04-14,2023-04,Transfer,231.55,Call Centre,Successful
T000575,C01405,P008,2023-07-12,2023-07,Purchase,4371.55,Call Centre,Successful
T000576,C01506,P008,2024-03-29,2024-03,Bill Payment,72.01,ATM,Successful
T000577,C00815,P010,2023-03-08,2023-03,Top-Up,1224.88,Online Banking,Successful
T000578,C00280,P010,2024-09-11,2024-09,Bill Payment,732.56,Call Centre,Successful
T000579,C00881,P005,2023-12-16,2023-12,Purchase,333.19,Mobile App,Successful
T000580,C00060,P001,2023-04-25,2023-04,Purchase,1693.38,Mobile App,Successful
